;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;SG_UF_ESC;SG_UF_PROVA;TP_LINGUA;TP_SEXO;IN_TREINEIRO;TP_ANO_CONCLUIU;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_ENSINO;TP_ESCOLA;TP_ESTADO_CIVIL;TP_FAIXA_ETARIA;TP_LOCALIZACAO_ESC;TP_NACIONALIDADE;TP_SIT_FUNC_ESC;TP_ST_CONCLUSAO
1308674;E;G;B;;3;F;A;C;D;B;A;B;B;B;A;B;A;A;B;A;B;C;B;B;B;;GO;0;M;0;1.0;1.0;;;;1.0;3;;1.0;;1
1918966;A;A;A;;4;E;A;B;D;B;B;B;C;B;A;A;A;A;B;A;A;E;A;C;B;;CE;1;F;0;17.0;2.0;;;;2.0;15;;1.0;;1
1848773;E;F;B;B;4;D;A;C;E;B;A;B;B;A;A;A;A;A;B;A;A;E;A;B;B;;BA;1;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
231454;G;E;D;B;3;A;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B;;PA;0;F;0;;3.0;;1.0;2.0;1.0;4;;1.0;;2
867106;G;G;D;D;3;D;A;C;D;C;A;B;A;B;A;B;A;B;B;A;A;D;A;B;B;;SP;0;F;1;;1.0;;;;1.0;1;;1.0;;3
1215917;C;E;B;B;4;C;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;A;B;B;RJ;RJ;0;F;0;;3.0;2.0;1.0;2.0;1.0;3;2.0;1.0;1.0;2
1487621;G;E;D;D;5;J;A;C;D;C;A;B;B;B;B;B;A;B;C;A;B;E;A;E;B;;SP;0;M;0;1.0;1.0;;;;1.0;3;;1.0;;1
354342;F;F;E;D;3;B;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B;;DF;1;M;0;2.0;3.0;;;;1.0;4;;1.0;;1
1822192;F;G;D;D;3;G;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;D;A;B;B;;GO;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
1649615;B;C;A;A;3;B;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B;;MG;1;M;1;;3.0;;;;1.0;2;;1.0;;3
405814;E;E;C;D;4;B;A;B;C;B;A;B;A;B;A;B;A;A;B;A;B;C;A;A;B;;PB;1;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
1551980;E;F;;D;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B;;MA;0;F;1;;1.0;;;;1.0;1;;1.0;;3
64478;E;D;;B;6;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B;PB;PB;1;M;0;;2.0;2.0;;2.0;1.0;3;1.0;1.0;1.0;2
1687875;E;F;E;E;2;F;A;C;C;A;A;B;B;B;B;B;A;B;C;A;B;C;A;C;B;;BA;0;F;0;3.0;3.0;;;;1.0;5;;1.0;;1
49455;E;E;B;B;4;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;PE;1;F;0;2.0;2.0;;;;1.0;4;;1.0;;1
593343;A;A;A;A;4;A;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A;;BA;0;F;1;;3.0;;;;1.0;2;;1.0;;3
1928659;D;G;A;D;5;G;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;D;A;B;B;PE;PE;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1839190;D;E;C;D;4;F;A;C;D;B;B;B;B;B;A;A;A;A;B;A;A;D;A;A;B;;GO;1;M;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1027403;B;G;B;D;2;E;A;C;C;B;A;B;B;B;A;B;A;B;C;A;B;C;B;B;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1374195;D;;;B;2;E;A;B;C;B;A;B;B;C;B;B;A;B;C;A;A;C;A;B;B;;PR;1;M;0;1.0;3.0;;;;1.0;3;;1.0;;1
1079404;C;E;D;B;5;C;A;B;C;B;B;A;B;A;A;B;A;A;B;A;A;B;B;A;B;;MA;0;M;1;;3.0;;;;1.0;2;;1.0;;3
2662485;E;E;A;B;2;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;PE;0;M;0;2.0;2.0;;;;1.0;6;;1.0;;1
1313596;E;E;C;B;3;D;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B;;MA;0;F;1;;1.0;;;;1.0;1;;1.0;;3
745639;B;D;C;A;4;B;A;B;C;A;C;B;B;A;A;A;A;A;B;A;A;E;A;A;B;AL;AL;1;M;0;;4.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1589993;C;E;C;C;2;E;A;B;C;B;A;B;B;A;A;B;A;A;C;A;A;C;A;B;B;;RS;0;M;0;1.0;1.0;;;;1.0;4;;1.0;;1
1657794;G;G;E;E;2;L;C;E;C;B;A;B;B;B;B;B;B;A;C;A;B;D;B;C;B;SP;SP;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1416998;G;G;E;E;5;L;A;B;D;B;A;B;B;A;A;B;A;B;D;B;B;E;A;D;B;;PA;0;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
2600869;G;F;D;D;4;I;A;C;C;B;A;B;A;B;B;B;A;A;C;B;B;D;A;B;B;;BA;0;F;0;1.0;3.0;;;;1.0;5;;1.0;;1
1586165;B;B;A;A;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;BA;1;F;0;4.0;2.0;;;;1.0;7;;1.0;;1
645806;C;C;D;B;3;F;A;C;C;B;B;B;B;B;A;B;A;B;B;A;B;D;A;B;B;SP;SP;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1074485;B;E;C;C;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;RS;RS;1;F;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
836631;C;B;A;A;2;B;A;B;D;A;B;B;B;A;A;A;A;B;B;A;A;C;A;B;B;;ES;0;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1126685;B;B;A;A;1;A;A;B;A;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;;SP;0;F;0;;;;;2.0;1.0;11;;1.0;;2
1823184;C;E;B;B;4;C;A;C;C;A;B;B;B;A;A;A;A;A;B;B;A;E;A;B;B;;BA;0;M;0;5.0;3.0;;;;;8;;1.0;;1
927409;E;E;C;B;4;D;A;B;C;B;B;B;A;A;A;A;A;A;C;A;A;A;A;B;B;;RN;1;M;0;1.0;3.0;;;;2.0;4;;2.0;;1
1013294;;C;;B;6;B;A;C;D;A;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B;;RJ;1;M;0;2.0;3.0;;;;1.0;8;;1.0;;1
911565;;C;A;A;5;B;A;B;B;A;B;B;A;A;A;A;A;A;B;B;A;A;A;A;B;;PA;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
646515;E;D;B;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;PA;PA;1;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
441956;B;D;;;4;B;A;B;D;A;A;B;A;B;A;A;A;A;C;A;A;E;A;B;B;;ES;1;F;0;;1.0;;;;;11;;1.0;;1
2462805;G;G;E;E;4;M;A;D;E;C;A;C;B;B;A;B;B;B;E;B;B;E;A;C;B;;MG;0;F;1;;3.0;;;;1.0;1;;1.0;;3
2576610;E;D;C;B;4;E;A;B;D;B;B;B;B;B;B;B;A;B;B;A;A;E;A;B;B;;PR;1;M;0;2.0;1.0;;;;1.0;5;;1.0;;1
127331;F;E;D;B;4;G;A;B;C;A;A;B;B;B;A;B;A;B;B;B;B;E;B;C;B;SP;SP;0;F;0;;3.0;3.0;1.0;2.0;1.0;2;1.0;2.0;1.0;2
2619195;D;E;B;D;3;G;A;B;C;B;A;B;B;B;A;B;A;B;D;A;A;D;A;C;B;;MG;0;M;0;10.0;3.0;;;;1.0;11;;1.0;;1
328774;A;C;B;A;5;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B;;PI;0;F;1;;5.0;;;;1.0;2;;1.0;;3
1838637;B;F;C;D;2;E;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;SP;0;M;0;4.0;1.0;;;;1.0;7;;1.0;;1
2654359;E;;C;B;6;D;A;B;C;B;B;B;B;B;A;A;A;B;C;A;A;E;B;B;B;;RJ;0;M;0;17.0;1.0;;;;2.0;17;;1.0;;1
1735469;D;D;D;B;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B;;PR;0;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1448960;C;E;C;B;6;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;SE;1;F;1;;1.0;;;;1.0;2;;1.0;;3
421772;D;E;C;B;5;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B;;MS;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
327163;C;E;C;;4;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B;AM;AM;0;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1643244;E;E;;B;4;C;A;C;D;A;A;B;B;B;A;A;A;B;B;A;A;D;A;B;B;SP;SP;0;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2538200;E;E;A;B;4;B;A;C;D;A;B;B;B;A;A;B;A;A;B;B;A;D;A;A;B;;PB;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
2250678;B;D;C;B;5;G;A;B;D;B;A;B;A;C;A;A;A;A;C;A;A;E;A;C;B;;MG;0;M;0;10.0;2.0;;;;1.0;11;;1.0;;1
1015836;;B;;A;5;C;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;MG;1;F;0;;2.0;;;2.0;;13;;1.0;;2
382564;B;E;A;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;BA;0;F;0;3.0;2.0;;;;1.0;5;;1.0;;1
551398;E;F;C;B;5;C;A;C;C;B;B;B;B;B;B;A;A;A;B;A;B;E;A;B;B;;PA;0;F;1;;;;;;1.0;2;;1.0;;3
2291706;;;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;SE;SE;1;F;0;;3.0;2.0;2.0;2.0;1.0;3;1.0;1.0;1.0;2
513067;D;F;C;B;1;E;A;B;B;A;B;B;A;B;B;B;A;B;B;A;A;B;B;B;B;;MT;1;F;0;17.0;3.0;;;;1.0;13;;1.0;;1
533243;D;D;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;BA;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
97171;B;C;B;C;7;C;A;C;C;A;B;C;A;A;A;B;A;A;B;A;A;C;A;A;A;;MA;1;M;0;1.0;2.0;;;;1.0;3;;1.0;;1
2454347;B;E;A;A;4;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B;;CE;0;M;0;3.0;3.0;;;;1.0;5;;1.0;;1
2644461;F;G;E;E;3;L;A;D;C;B;A;C;C;B;A;B;A;B;D;A;B;C;A;D;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1133611;D;D;B;B;4;M;A;E;E;C;A;B;B;B;B;B;A;B;E;A;B;D;A;B;B;;GO;0;F;1;;1.0;;;;1.0;1;;1.0;;3
1801441;E;E;C;D;3;D;A;B;C;B;B;B;B;A;A;A;A;A;B;A;A;C;A;A;A;;RJ;1;M;0;5.0;3.0;;;;1.0;8;;1.0;;1
167620;E;E;C;B;5;D;A;B;B;B;A;B;B;B;B;A;B;A;B;A;A;E;A;A;B;;SP;1;F;1;;3.0;;;;1.0;2;;1.0;;3
484392;D;G;B;D;1;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;B;A;A;B;;AL;1;M;0;11.0;3.0;;;;1.0;11;;1.0;;1
951744;D;C;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;CE;CE;1;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
134661;C;D;D;C;5;B;A;C;D;B;D;B;A;A;A;A;A;A;C;A;A;E;A;B;B;;PI;0;M;0;4.0;3.0;;;;1.0;6;;1.0;;1
889020;C;E;D;D;4;I;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B;;BA;1;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
1736779;E;G;C;D;5;H;A;C;D;B;A;B;A;B;A;B;A;A;B;A;B;B;A;B;B;GO;GO;0;F;0;;3.0;3.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1323376;E;G;C;D;6;G;A;B;D;B;A;B;B;A;A;A;A;A;B;A;A;E;A;B;B;PE;PE;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
674332;C;A;A;A;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;PE;1;F;0;;3.0;;;;1.0;11;;1.0;;1
1083450;C;F;C;B;1;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B;;RS;1;F;0;4.0;1.0;;;;1.0;8;;1.0;;1
1077417;A;G;A;D;4;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;;PA;1;M;0;14.0;3.0;;;;2.0;12;;1.0;;1
2246987;E;G;D;D;4;H;A;C;D;C;A;B;B;B;A;A;A;B;C;A;B;E;A;B;B;MG;MG;0;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1638107;G;G;E;D;5;Q;D;E;E;C;B;B;B;B;B;B;B;B;C;B;B;E;B;E;B;SP;SP;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1651947;B;D;B;B;3;E;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B;;RJ;0;M;0;;2.0;;;;2.0;8;;1.0;;1
1759782;A;A;A;A;1;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B;;SC;1;F;0;8.0;1.0;;;;1.0;11;;1.0;;1
1748083;D;E;D;B;5;F;A;B;C;A;A;B;B;B;A;A;A;A;B;A;B;E;A;A;B;;PA;1;M;0;3.0;1.0;;;;1.0;4;;1.0;;1
1507113;E;E;C;B;3;F;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;B;B;;ES;0;M;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
949510;G;E;D;D;5;G;A;C;D;B;B;B;A;A;A;A;A;A;C;A;A;D;B;D;B;RO;RO;1;F;0;;3.0;1.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1233131;B;E;A;B;2;B;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A;;PI;1;F;1;;3.0;;;;1.0;1;;1.0;;3
743218;E;F;;;5;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;BA;1;F;0;;1.0;;1.0;2.0;1.0;2;;1.0;;2
232796;B;B;C;A;5;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;RN;1;F;1;;3.0;;;;1.0;1;;1.0;;3
1125170;E;E;A;A;4;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;PI;PI;0;M;0;;3.0;2.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
2047159;E;G;C;D;4;G;A;C;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B;GO;GO;0;M;0;;3.0;4.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1554551;E;E;D;;1;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B;;SP;1;M;0;1.0;3.0;;;;1.0;3;;1.0;;1
151799;E;G;C;D;4;C;A;C;D;B;B;B;B;B;A;B;A;A;C;B;A;D;A;C;B;;MG;1;F;0;;1.0;;1.0;2.0;1.0;2;;1.0;;2
357005;D;E;D;B;6;F;A;B;C;B;B;B;A;B;A;A;A;A;C;A;B;D;A;A;B;;PR;0;F;1;;1.0;;;;1.0;1;;1.0;;3
537717;D;D;C;B;6;B;A;C;D;B;A;C;A;B;A;B;A;A;C;A;A;D;A;B;B;;MG;0;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
368003;G;E;E;B;4;K;A;D;D;B;A;B;A;B;A;B;A;A;C;A;B;D;B;B;B;PB;PB;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
601842;C;C;;B;4;E;A;B;B;B;B;B;B;B;B;A;A;A;C;A;B;D;A;A;B;ES;ES;0;F;0;;4.0;2.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
948785;E;D;C;;6;F;A;D;E;B;A;B;A;B;A;A;A;A;C;A;A;E;B;A;B;PA;PA;0;M;0;;3.0;4.0;1.0;3.0;1.0;4;1.0;1.0;1.0;2
2667608;B;E;B;B;2;F;A;B;D;B;A;B;B;B;A;C;A;B;D;B;B;C;A;C;B;;PR;0;M;1;;1.0;;;;1.0;1;;1.0;;3
700776;E;F;D;D;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B;PE;PE;0;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2665372;B;D;A;A;5;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;RN;1;F;0;1.0;2.0;;;;1.0;3;;1.0;;1
876571;E;G;D;E;5;F;A;D;D;B;B;B;B;B;A;B;A;A;C;A;A;D;B;B;B;;CE;1;F;0;;3.0;;1.0;3.0;1.0;2;;1.0;;2
1842947;G;G;E;E;4;P;B;E;D;C;A;B;B;B;B;B;A;B;D;B;B;E;B;E;B;;MG;0;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
2544903;F;G;D;D;3;G;A;D;D;C;B;B;B;C;A;A;A;A;B;A;A;D;A;C;B;;MT;1;M;1;;3.0;;;;1.0;1;;1.0;;3
2329043;C;C;A;B;3;B;A;B;B;A;B;B;A;B;B;A;A;A;B;A;A;B;A;A;B;;AC;1;F;0;;1.0;;1.0;2.0;1.0;5;;1.0;;2
1855421;E;D;C;B;3;D;A;C;D;B;B;B;B;B;A;B;A;B;B;A;A;D;A;B;B;;MG;0;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
421332;E;B;D;D;7;G;A;C;D;B;B;B;A;B;A;A;A;A;B;B;B;E;A;B;B;;PA;1;F;1;;2.0;;;;1.0;1;;1.0;;3
931502;;G;;B;5;F;A;C;D;A;A;B;A;B;A;B;A;A;A;A;A;E;A;A;B;;BA;0;F;0;;3.0;;1.0;2.0;1.0;4;;1.0;;2
1068617;D;D;;D;3;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B;;DF;0;M;0;;3.0;;1.0;2.0;1.0;2;;1.0;;2
1262253;F;E;B;D;2;D;A;B;B;B;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B;;PR;0;M;0;8.0;1.0;;;;1.0;11;;1.0;;1
837702;E;E;B;D;3;F;A;C;C;B;C;B;A;B;A;B;A;A;C;A;A;D;A;B;B;RJ;RJ;0;F;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
632804;E;E;D;C;3;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B;;SP;0;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1065698;E;E;C;A;3;D;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;BA;1;F;0;17.0;3.0;;;;1.0;12;;1.0;;1
634445;D;D;B;B;5;D;A;B;D;B;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B;;SP;1;M;0;;1.0;;1.0;2.0;;2;;1.0;;2
2481344;;;;;6;C;A;B;D;B;A;C;D;B;B;A;A;A;C;A;B;D;A;A;B;ES;ES;0;M;0;;2.0;2.0;1.0;2.0;;4;1.0;1.0;1.0;2
2069003;C;E;D;B;4;C;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B;;BA;0;M;0;1.0;1.0;;;;1.0;3;;1.0;;1
1341548;;G;;D;10;O;D;D;E;C;A;C;C;B;A;B;A;A;E;A;A;E;A;D;B;SP;SP;1;F;0;;1.0;4.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1700114;B;G;C;D;3;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B;;CE;1;F;0;;3.0;;;;1.0;1;;1.0;;4
1623873;F;F;D;D;4;G;A;D;D;A;A;B;C;B;B;B;A;B;C;A;A;E;A;C;B;SC;SC;0;M;0;;1.0;1.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
465332;E;G;D;E;4;J;A;D;D;C;B;C;B;B;B;B;B;B;C;A;B;E;A;C;B;;SP;0;M;0;3.0;1.0;;;;1.0;5;;1.0;;1
121331;B;B;A;A;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;PB;1;M;0;;;;1.0;2.0;1.0;7;;1.0;;2
1576724;E;B;;B;3;D;A;B;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B;;MG;1;M;0;7.0;3.0;;;;1.0;9;;1.0;;1
2189894;F;G;E;E;3;Q;D;D;D;B;A;B;B;B;B;B;A;B;E;B;B;D;B;D;B;;RS;0;F;1;;1.0;;;;1.0;1;;1.0;;3
2250099;B;C;A;B;2;B;A;C;D;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B;;MG;0;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
424417;E;C;C;B;2;E;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B;;MG;0;F;0;2.0;2.0;;;;1.0;4;;1.0;;1
999106;G;G;D;D;4;G;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B;PA;PA;1;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
350212;B;B;C;;5;B;A;B;C;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A;PE;PE;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1681802;B;B;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;CE;CE;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1079804;D;F;B;D;8;D;A;C;D;A;A;B;A;B;A;B;A;A;C;A;A;E;B;A;B;PI;PI;0;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
489172;D;F;C;D;3;E;A;B;D;B;A;B;B;B;A;B;A;A;C;A;A;D;A;A;B;;DF;0;F;0;4.0;1.0;;;;1.0;7;;1.0;;1
2275325;E;C;B;B;2;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;;PE;0;M;0;7.0;3.0;;;;1.0;9;;1.0;;1
1191951;E;G;D;E;3;M;A;C;C;B;A;B;A;B;B;B;A;B;C;B;B;D;B;C;B;;SP;0;F;1;;1.0;;;;1.0;1;;1.0;;3
1300941;E;E;B;B;3;G;A;C;C;B;C;B;B;B;A;B;A;A;C;B;B;D;A;B;B;MG;MG;0;F;0;;1.0;1.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
322262;F;F;D;D;3;N;A;C;C;D;A;B;B;B;B;A;B;A;D;A;A;D;B;B;B;PR;PR;0;F;0;;1.0;4.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2648123;B;E;D;D;2;F;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B;;CE;0;F;0;;3.0;;1.0;3.0;1.0;3;;1.0;;2
581633;;E;D;B;4;C;A;B;C;B;A;B;B;B;A;B;A;A;A;A;A;C;A;A;B;;GO;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1254009;G;G;E;E;4;Q;D;E;E;C;A;C;B;B;A;B;A;B;E;B;B;E;B;C;B;;GO;0;F;1;;1.0;;;;1.0;2;;1.0;;3
644752;B;E;B;B;3;B;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;A;A;B;B;;PE;1;F;0;5.0;1.0;;;;1.0;8;;1.0;;1
742720;;E;;B;3;E;A;B;D;C;C;B;B;B;A;B;A;A;B;A;A;D;A;A;B;MG;MG;0;F;0;;1.0;2.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
1716321;E;E;C;D;3;C;A;C;C;B;A;B;A;B;A;B;A;B;B;A;B;D;A;B;B;;MG;0;M;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
569491;E;G;E;D;3;E;A;C;D;A;A;B;A;B;A;A;A;A;B;A;B;D;A;C;B;BA;BA;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1456348;B;B;A;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;CE;CE;1;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
555788;D;D;B;B;5;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B;PE;PE;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
389710;E;E;D;;3;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B;SC;SC;0;F;0;;1.0;4.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
1074320;B;E;C;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;BA;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
284478;F;D;E;D;2;L;A;B;B;B;A;B;B;B;B;B;A;B;C;B;B;C;A;B;B;;SP;0;F;0;1.0;1.0;;;;1.0;4;;1.0;;1
1866792;;B;;A;3;C;A;C;C;A;B;B;A;A;A;B;A;A;B;B;A;C;A;B;B;;RN;1;M;0;13.0;1.0;;;;;13;;1.0;;1
426078;E;F;C;D;2;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;B;B;;MG;0;F;0;2.0;1.0;;;;1.0;5;;1.0;;1
1652033;D;E;B;B;3;E;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;MG;MG;1;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2054405;B;D;C;B;3;B;A;B;C;A;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B;;MG;0;M;0;1.0;1.0;;;;1.0;3;;1.0;;1
226700;B;B;A;A;4;A;A;B;C;A;B;B;A;B;A;A;A;A;B;A;B;D;A;A;B;;PB;0;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
899649;F;E;D;B;3;C;A;B;D;A;A;B;A;B;B;A;A;A;B;A;A;D;A;A;B;;MT;1;F;0;8.0;2.0;;;;1.0;11;;1.0;;1
2623941;C;E;D;B;6;O;A;C;D;C;B;B;A;B;A;B;A;A;C;B;A;E;A;B;B;;MG;0;F;0;2.0;1.0;;;;1.0;5;;1.0;;1
